@W: MF499 |Found issues with constraints. Check report file D:\SoM3_test_package\SE216_SoM3\SE216_SoM3_MPF100T_Sources_w_DDR_w_FMC\synthesis\top_scck.rpt.
@W: BN108 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4crossbar\mastercontrol.v":23:7:23:37|syn_hier attribute not currently supported on instances trnscon. Apply syn_hier to module using name v:caxi4interconnect_TransactionController_3s_6s_1s_1s_1s_1s_0_10s_4294967295s.
@W: BN108 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4crossbar\mastercontrol.v":23:7:23:37|syn_hier attribute not currently supported on instances depck. Apply syn_hier to module using name v:caxi4interconnect_DependenceChecker_Z4_layer0.
@W: BN108 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreaxi4interconnect\2.8.103\rtl\vlog\core\axi4crossbar\mastercontrol.v":23:7:23:37|syn_hier attribute not currently supported on instances trnscon. Apply syn_hier to module using name v:caxi4interconnect_TransactionController_3s_6s_1s_1s_1s_1s_0_10s_4294967295s.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3888:2:3888:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_16 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_15. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3837:2:3837:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_15 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_14. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3786:2:3786:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_14 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_13. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3735:2:3735:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_13 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_12. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3684:2:3684:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_12 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_11. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3633:2:3633:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_11 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3531:2:3531:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_9 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3480:2:3480:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_8 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3429:2:3429:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_7 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3378:2:3378:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_6 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3327:2:3327:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_5 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3276:2:3276:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_4 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3225:2:3225:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_3 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3174:2:3174:13|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_2 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\actel\directcore\coreahblite\5.5.101\rtl\vlog\core\coreahblite_matrix4x16.v":3582:2:3582:14|Removing user instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_10 because it is equivalent to instance AXItoAPB_0.Core_AHBL_0.Core_AHBL_0.matrix4x16.slavestage_1. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\hdl\axi4dma_init.v":616:0:616:5|Removing sequential instance CoreDMA_IO_CTRL_0.axi4dma_init_0.axi_read_state because it is equivalent to instance CoreDMA_IO_CTRL_0.axi4dma_init_0.rready_o. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\hdl\axi_io_ctrl.v":277:0:277:5|Removing sequential instance CoreDMA_IO_CTRL_0.axi_io_ctrl_0.rvalid_o because it is equivalent to instance CoreDMA_IO_CTRL_0.axi_io_ctrl_0.rlast_o. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: FX1183 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\corereset_pf_c0\corereset_pf_c0_0\core\corereset_pf.v":58:0:58:5|User-specified initial value set for instance CORERESET_PF_C0_0.CORERESET_PF_C0_0.dff cannot be supported due to limitations in architecture. Please remove the initial value set on the instance to avoid the warning. 
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pcie_ep\pcie_ref_clk_0\pcie_ep_pcie_ref_clk_0_pf_xcvr_ref_clk.v":24:8:24:15|Removing instance vcc_inst (in view: work.PCIe_EP_PCIe_REF_CLK_0_PF_XCVR_REF_CLK(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pcie_ep\pcie_ref_clk_0\pcie_ep_pcie_ref_clk_0_pf_xcvr_ref_clk.v":25:8:25:15|Removing instance gnd_inst (in view: work.PCIe_EP_PCIe_REF_CLK_0_PF_XCVR_REF_CLK(verilog)) of black box view:work.GND(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\osc_160mhz\osc_160mhz_0\osc_160mhz_osc_160mhz_0_pf_osc.v":17:8:17:15|Removing instance gnd_inst (in view: work.OSC_160MHz_OSC_160MHz_0_PF_OSC(verilog)) of black box view:work.GND(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_a_11_0\pf_ddr4_ss_ddrphy_blk_iod_a_11_0_pf_iod.v":368:8:368:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_A_11_0_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_a_12\pf_ddr4_ss_ddrphy_blk_iod_a_12_pf_iod.v":50:8:50:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_A_12_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_a_13\pf_ddr4_ss_ddrphy_blk_iod_a_13_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_A_13_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_act_n\pf_ddr4_ss_ddrphy_blk_iod_act_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_ACT_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_ba\pf_ddr4_ss_ddrphy_blk_iod_ba_pf_iod.v":95:8:95:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_BA_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_bclk_training\pf_ddr4_ss_ddrphy_blk_iod_bclk_training_pf_iod.v":38:8:38:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_BCLK_TRAINING_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_bg\pf_ddr4_ss_ddrphy_blk_iod_bg_pf_iod.v":95:8:95:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_BG_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_cas_n\pf_ddr4_ss_ddrphy_blk_iod_cas_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_CAS_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_cke\pf_ddr4_ss_ddrphy_blk_iod_cke_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_CKE_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_cs_n\pf_ddr4_ss_ddrphy_blk_iod_cs_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_CS_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_odt\pf_ddr4_ss_ddrphy_blk_iod_odt_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_ODT_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_ras_n\pf_ddr4_ss_ddrphy_blk_iod_ras_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_RAS_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_reset_n\pf_ddr4_ss_ddrphy_blk_iod_reset_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_RESET_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\iod_we_n\pf_ddr4_ss_ddrphy_blk_iod_we_n_pf_iod.v":40:8:40:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_IOD_WE_N_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_0_iod_dm\pf_ddr4_ss_ddrphy_blk_lane_0_iod_dm_pf_iod.v":41:8:41:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_0_IOD_DM_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_0_iod_dq\pf_ddr4_ss_ddrphy_blk_lane_0_iod_dq_pf_iod.v":330:8:330:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_0_IOD_DQ_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_0_iod_dqs\pf_ddr4_ss_ddrphy_blk_lane_0_iod_dqs_pf_iod.v":64:8:64:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_0_IOD_DQS_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_0_iod_read_training\pf_ddr4_ss_ddrphy_blk_lane_0_iod_read_training_pf_iod.v":54:8:54:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_0_IOD_READ_TRAINING_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_1_iod_dm\pf_ddr4_ss_ddrphy_blk_lane_1_iod_dm_pf_iod.v":41:8:41:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_1_IOD_DM_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_1_iod_dq\pf_ddr4_ss_ddrphy_blk_lane_1_iod_dq_pf_iod.v":330:8:330:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_1_IOD_DQ_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_1_iod_dqs\pf_ddr4_ss_ddrphy_blk_lane_1_iod_dqs_pf_iod.v":64:8:64:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_1_IOD_DQS_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_1_iod_read_training\pf_ddr4_ss_ddrphy_blk_lane_1_iod_read_training_pf_iod.v":54:8:54:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_1_IOD_READ_TRAINING_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_2_iod_dm\pf_ddr4_ss_ddrphy_blk_lane_2_iod_dm_pf_iod.v":41:8:41:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_2_IOD_DM_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_2_iod_dq\pf_ddr4_ss_ddrphy_blk_lane_2_iod_dq_pf_iod.v":330:8:330:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_2_IOD_DQ_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
@W: BN114 :"d:\som3_test_package\se216_som3\se216_som3_mpf100t_sources_w_ddr_w_fmc\component\work\pf_ddr4_ss_ddrphy_blk\lane_2_iod_dqs\pf_ddr4_ss_ddrphy_blk_lane_2_iod_dqs_pf_iod.v":64:8:64:15|Removing instance vcc_inst (in view: work.PF_DDR4_SS_DDRPHY_BLK_LANE_2_IOD_DQS_PF_IOD(verilog)) of black box view:work.VCC(verilog) because it does not drive other instances.
